,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat
"prob_resp_class[75,3]",0.147617,0.00313594,0.167246,0.0971038,0.00446607,0.0816508,0.516316,2694.88,4972.96,25.9455,1.00136
"prob_resp_class[75,4]",0.300621,0.00510672,0.263419,0.254549,0.0110069,0.221435,0.830756,2935.26,4296.75,28.2598,1.00058
"prob_resp_class[76,1]",0.0489416,0.00101279,0.0624528,0.030521,0.00164326,0.0262627,0.173995,3103.05,4526.59,29.8752,1.00112
"prob_resp_class[76,2]",0.0579894,0.00105721,0.0621779,0.0378773,0.00407319,0.0378816,0.177,3669.58,4583.59,35.3296,1.00131
"prob_resp_class[76,3]",0.374376,0.00449524,0.227659,0.273101,0.0415615,0.358932,0.764799,2509.82,3802.61,24.1638,1.00118
"prob_resp_class[76,4]",0.518693,0.00460355,0.242525,0.294449,0.126619,0.521753,0.899314,2869.51,4763.46,27.6268,1.00038
"prob_resp_class[77,1]",0.0933426,0.00166996,0.112589,0.0616584,0.00250508,0.0511047,0.331884,3640.21,4607.44,35.0469,1.00131
"prob_resp_class[77,2]",0.211753,0.00274576,0.176431,0.167415,0.0132684,0.165207,0.561815,3664.7,4538.52,35.2826,1.0011
"prob_resp_class[77,3]",0.186557,0.00199577,0.151192,0.130039,0.0206403,0.145726,0.494664,5211.29,5367.54,50.1728,1.00033
"prob_resp_class[77,4]",0.508347,0.00385873,0.242665,0.286538,0.116254,0.510356,0.901072,3937.67,4655.92,37.9107,1.00065
"prob_resp_class[78,1]",0.0974019,0.00200392,0.116522,0.0666766,0.00156839,0.0527683,0.347117,2883.37,4106.66,27.7602,1.00091
"prob_resp_class[78,2]",0.282076,0.00390314,0.221746,0.241515,0.0128121,0.232446,0.698318,2990.64,4152.95,28.793,1.0007
"prob_resp_class[78,3]",0.139925,0.00226537,0.135661,0.094493,0.00979037,0.0950398,0.42406,3808.7,4299.69,36.669,1.00017
"prob_resp_class[78,4]",0.480597,0.0049493,0.267458,0.330694,0.0779526,0.466268,0.918586,3000.76,4510.55,28.8904,1.00022
"prob_resp_class[79,1]",0.182122,0.00355993,0.183246,0.146764,0.00341063,0.120722,0.566667,2121.67,3486.25,20.4268,1.00045
"prob_resp_class[79,2]",0.1172,0.00324533,0.145976,0.0710824,0.00289222,0.0575028,0.441498,2033.14,3951.52,19.5744,1.00301
"prob_resp_class[79,3]",0.402846,0.00647086,0.27134,0.346703,0.0156378,0.396149,0.856411,1646.21,3078.65,15.8492,1.00367
"prob_resp_class[79,4]",0.297832,0.00633866,0.266566,0.254825,0.0106367,0.212047,0.822841,1865.66,3713.81,17.962,1.00106
"prob_resp_class[80,1]",0.0652934,0.00225162,0.0886639,0.0395615,0.00131517,0.03239,0.250221,1434.29,2904.88,13.8089,1.0044
"prob_resp_class[80,2]",0.226807,0.00290227,0.169697,0.159525,0.0221822,0.189205,0.567531,3239.19,4150.89,31.1859,1.00056
"prob_resp_class[80,3]",0.140284,0.004798,0.143693,0.0930163,0.00778293,0.0894979,0.452935,1074.88,2593.52,10.3486,1.00389
"prob_resp_class[80,4]",0.567616,0.00547011,0.235248,0.27226,0.164756,0.586272,0.919892,1952.92,4302.54,18.8022,1.00309
"prob_resp_class[81,1]",0.0292961,0.00111436,0.0475986,0.0147687,0.000460862,0.0115608,0.121778,1924.47,3573.94,18.5282,1.00398
"prob_resp_class[81,2]",0.0770485,0.00132343,0.077873,0.053284,0.0049649,0.0528151,0.234943,2979.19,4373.35,28.6828,1.00131
"prob_resp_class[81,3]",0.225988,0.00705351,0.219495,0.158235,0.0117601,0.144735,0.708601,1255.04,2403.62,12.0832,1.00322
"prob_resp_class[81,4]",0.667667,0.00744982,0.240681,0.228384,0.175967,0.727038,0.955838,1344.8,2275.95,12.9473,1.0034
"prob_resp_class[82,1]",0.114884,0.00363757,0.143736,0.0804224,0.000662534,0.0595113,0.425047,802.176,2034.6,7.7231,1.00693
"prob_resp_class[82,2]",0.0501308,0.00298981,0.0969276,0.0147168,0.00037801,0.0109358,0.251664,1027.84,2341.61,9.89569,1.00305
"prob_resp_class[82,3]",0.559483,0.0142728,0.3303,0.310217,0.0089194,0.674757,0.943535,733.584,2441.44,7.06272,1.00527
"prob_resp_class[82,4]",0.275503,0.0146212,0.322804,0.130516,0.00514925,0.0992348,0.918467,683.611,2048.8,6.5816,1.00675
"prob_resp_class[83,1]",0.0605643,0.00152492,0.0825787,0.0367055,0.00112696,0.02953,0.22539,2385.73,4465.45,22.9691,1.00189
"prob_resp_class[83,2]",0.104955,0.00213186,0.119663,0.0697857,0.00436376,0.0624952,0.361105,2876.44,4395.06,27.6935,1.00041
"prob_resp_class[83,3]",0.285333,0.00402673,0.197478,0.217693,0.0310298,0.25328,0.655163,2189.24,3862.25,21.0774,1.00057
"prob_resp_class[83,4]",0.549147,0.00494551,0.238424,0.28693,0.155897,0.553051,0.923178,2323.88,4869.14,22.3736,1.00129
"prob_resp_class[84,1]",0.0306622,0.000758001,0.0472221,0.0170883,0.000460257,0.0135402,0.119967,3095.87,4227.62,29.8061,1.00107
"prob_resp_class[84,2]",0.0867759,0.00156019,0.0931732,0.0605524,0.00388695,0.055957,0.272075,3322.3,4126.41,31.9861,1.0002
"prob_resp_class[84,3]",0.211694,0.00292463,0.168239,0.152292,0.0171469,0.167927,0.559081,3363.08,4375.16,32.3787,1.0002
"prob_resp_class[84,4]",0.670868,0.00364995,0.204922,0.224577,0.293236,0.696903,0.956794,3179.69,4348.61,30.6131,1.00048
"prob_resp_class[85,1]",0.0417287,0.000931958,0.060748,0.0242044,0.000631927,0.0189088,0.160042,3293.55,5146.57,31.7093,1.00043
"prob_resp_class[85,2]",0.124294,0.00250573,0.136631,0.0831486,0.00555729,0.0755529,0.41119,3033.54,4001.98,29.206,1.00118
"prob_resp_class[85,3]",0.197971,0.00284657,0.161868,0.141033,0.0162325,0.153076,0.531008,3386.39,4426.03,32.6031,1.00072
"prob_resp_class[85,4]",0.636007,0.00399847,0.222357,0.256648,0.238449,0.656991,0.949834,3048.19,4833.69,29.347,1.00015
"prob_resp_class[86,1]",0.148783,0.00288621,0.157948,0.11144,0.00344084,0.0910964,0.489889,2647.38,4060.9,25.4882,1.00196
"prob_resp_class[86,2]",0.244522,0.00401978,0.211986,0.205079,0.00973282,0.183874,0.667044,2697.06,4312.41,25.9665,1.0012
"prob_resp_class[86,3]",0.205873,0.002894,0.167779,0.155494,0.016071,0.160783,0.547504,2940.51,4966.58,28.3104,1.00071
"prob_resp_class[86,4]",0.400822,0.00488349,0.260993,0.311632,0.0363079,0.367098,0.859948,2834.68,5225.21,27.2914,1.00137
"prob_resp_class[87,1]",0.0414336,0.00086717,0.0519739,0.026121,0.0015207,0.0233169,0.141234,3057.42,5000.04,29.4359,1.00082
"prob_resp_class[87,2]",0.0641002,0.00115633,0.0632691,0.042156,0.00558516,0.0450181,0.185461,3548.97,4091.32,34.1684,1.00171
"prob_resp_class[87,3]",0.319592,0.00421662,0.189419,0.21561,0.0491978,0.299586,0.656023,1937.16,4343.82,18.6504,1.00353
"prob_resp_class[87,4]",0.574875,0.00429414,0.212293,0.246106,0.228848,0.579407,0.909619,2437.91,4486.69,23.4715,1.00166
"prob_resp_class[88,1]",0.0455429,0.00100458,0.0617006,0.0281826,0.000996513,0.0232973,0.166184,2788.71,4749.66,26.8489,1.00059
"prob_resp_class[88,2]",0.0711248,0.00138416,0.0786787,0.0482277,0.00352213,0.0451448,0.228235,3141.28,4181.52,30.2433,1.00085
"prob_resp_class[88,3]",0.314957,0.00414625,0.188583,0.215756,0.0494494,0.295286,0.650721,1997.95,4370.53,19.2356,1.00304
"prob_resp_class[88,4]",0.568375,0.00434354,0.216508,0.250649,0.217162,0.569322,0.911961,2445.65,4481.16,23.546,1.0019
"prob_resp_class[89,1]",0.0615286,0.00290376,0.105121,0.0281054,0.000735307,0.0216399,0.279205,1266.85,2788.22,12.1969,1.00417
"prob_resp_class[89,2]",0.205898,0.00316013,0.198485,0.15496,0.00984753,0.137815,0.632021,3583.54,5260.37,34.5013,1.00062
"prob_resp_class[89,3]",0.153628,0.00652896,0.183782,0.0861394,0.00706296,0.0786093,0.600821,1052.96,2390.6,10.1376,1.00301
"prob_resp_class[89,4]",0.578945,0.00769256,0.268099,0.313333,0.101382,0.624142,0.941146,1441.99,3522.94,13.8831,1.00303
"prob_resp_class[90,1]",0.0370446,0.00227303,0.0787938,0.0109567,0.000149425,0.00796184,0.19365,1086.75,1987.9,10.4629,1.00412
"prob_resp_class[90,2]",0.13082,0.00362876,0.156405,0.0847124,0.00416226,0.0712587,0.47803,1602.65,3524.68,15.4299,1.0042
"prob_resp_class[90,3]",0.177113,0.0107988,0.242432,0.0716169,0.00336991,0.0579625,0.755856,700.596,2013.62,6.74513,1.00672
"prob_resp_class[90,4]",0.655022,0.0103489,0.284535,0.260217,0.0988778,0.749045,0.975066,943.398,2239.44,9.08275,1.00305
"prob_resp_class[91,1]",0.0612678,0.00151736,0.0775075,0.0406252,0.00126146,0.0332581,0.213269,1997.34,3843.34,19.2298,1.00201
"prob_resp_class[91,2]",0.0451386,0.00146575,0.0602381,0.0278857,0.00148562,0.0241175,0.160627,1795.26,2620.6,17.2843,1.00314
"prob_resp_class[91,3]",0.471792,0.00865894,0.289079,0.388727,0.0325224,0.480549,0.903138,1133.78,2966.88,10.9157,1.00516
"prob_resp_class[91,4]",0.421801,0.00851804,0.297463,0.390041,0.0257787,0.388812,0.914457,1337.74,3399.54,12.8794,1.00356
"prob_resp_class[92,1]",0.0676028,0.00179977,0.0827016,0.0471621,0.00105975,0.0377077,0.230492,1277.44,2606.02,12.2988,1.0034
"prob_resp_class[92,2]",0.0401641,0.00191274,0.0618048,0.0204551,0.000940438,0.0169651,0.160268,1092.84,2291.41,10.5215,1.0049
"prob_resp_class[92,3]",0.525377,0.0121646,0.308225,0.355978,0.0235542,0.602647,0.924975,718.044,2088.36,6.91311,1.0076
"prob_resp_class[92,4]",0.366856,0.0118799,0.31124,0.317274,0.0159735,0.264683,0.916989,815.992,2418.94,7.85613,1.00593
"prob_resp_class[93,1]",0.0414336,0.00086717,0.0519739,0.026121,0.0015207,0.0233169,0.141234,3057.42,5000.04,29.4359,1.00082
"prob_resp_class[93,2]",0.0641002,0.00115633,0.0632691,0.042156,0.00558516,0.0450181,0.185461,3548.97,4091.32,34.1684,1.00171
"prob_resp_class[93,3]",0.319592,0.00421662,0.189419,0.21561,0.0491978,0.299586,0.656023,1937.16,4343.82,18.6504,1.00353
"prob_resp_class[93,4]",0.574875,0.00429414,0.212293,0.246106,0.228848,0.579407,0.909619,2437.91,4486.69,23.4715,1.00166
"prob_resp_class[94,1]",0.0243391,0.00170931,0.0498619,0.00781238,0.000153239,0.00580366,0.119056,908.445,2044.33,8.74623,1.00664
"prob_resp_class[94,2]",0.0819997,0.00176396,0.0864346,0.056376,0.00459253,0.0528458,0.257653,1859.25,4177.08,17.9003,1.00227
"prob_resp_class[94,3]",0.190757,0.011401,0.254108,0.0796096,0.00365027,0.0650461,0.777361,727.295,2205.69,7.00217,1.00655
"prob_resp_class[94,4]",0.702904,0.0115384,0.27172,0.186832,0.112807,0.805845,0.97321,789.374,1900.74,7.59986,1.00648
"prob_resp_class[95,1]",0.192253,0.00352577,0.207917,0.143063,0.00296435,0.110153,0.640699,3058.6,4554.74,29.4473,1.00043
"prob_resp_class[95,2]",0.185434,0.0031385,0.193815,0.137293,0.00484354,0.114333,0.612091,3366.79,5125.68,32.4144,1.00072
"prob_resp_class[95,3]",0.286062,0.00365798,0.239355,0.238452,0.0131238,0.222292,0.767344,3935.34,4474.24,37.8882,1.00125
"prob_resp_class[95,4]",0.336251,0.00467994,0.273664,0.287,0.0158223,0.263274,0.863149,3437.35,4842.57,33.0938,1.00002
"prob_resp_class[96,1]",0.0359044,0.00123027,0.0586927,0.0184204,0.00036737,0.0140587,0.147494,1825.85,3505.73,17.5787,1.00153
"prob_resp_class[96,2]",0.130693,0.0029356,0.144422,0.0876902,0.00578446,0.0786156,0.446217,2643.02,4055.48,25.4462,1.00217
"prob_resp_class[96,3]",0.169649,0.00595732,0.168447,0.113992,0.00911959,0.110507,0.546139,944.756,2222.52,9.09583,1.00432
"prob_resp_class[96,4]",0.663754,0.00609331,0.230202,0.253494,0.237281,0.705241,0.963785,1495.02,3986.72,14.3936,1.00105
"prob_resp_class[97,1]",0.0794551,0.00165554,0.100124,0.0507486,0.00163975,0.0410049,0.290075,3120.99,4176.4,30.0479,1.00222
"prob_resp_class[97,2]",0.225041,0.00298751,0.187153,0.176706,0.0140365,0.173276,0.605668,3566.05,4415.62,34.3328,1.00053
"prob_resp_class[97,3]",0.161028,0.0023986,0.144188,0.112842,0.0125978,0.119169,0.470301,3645.32,4734.67,35.096,1.00018
"prob_resp_class[97,4]",0.534476,0.00428352,0.246679,0.29628,0.129735,0.542083,0.919634,3409.8,4671.58,32.8285,1.00083
"prob_resp_class[98,1]",0.0359054,0.000815072,0.05299,0.0206412,0.000707054,0.0165873,0.135058,3448.66,4262.29,33.2027,1.00072
"prob_resp_class[98,2]",0.0814252,0.00138888,0.0880931,0.0564783,0.00387089,0.0526038,0.25819,3571.69,4301.32,34.3871,1.00024
"prob_resp_class[98,3]",0.245231,0.00227459,0.173706,0.173933,0.0280551,0.210057,0.582682,5102.64,5604.47,49.1267,1.0012
"prob_resp_class[98,4]",0.637439,0.00315319,0.208934,0.234208,0.261722,0.65649,0.940536,4166.82,4919.17,40.1169,1.00173
"prob_resp_class[99,1]",0.175723,0.00266804,0.164173,0.139859,0.00633496,0.126586,0.514147,3164.38,3747.13,30.4657,1.0004
"prob_resp_class[99,2]",0.37817,0.00409201,0.235704,0.285154,0.0313002,0.368227,0.772776,3142.26,3859.59,30.2527,1.00058
"prob_resp_class[99,3]",0.125287,0.00213678,0.136613,0.0832928,0.00557142,0.0744028,0.427034,3711.44,5494.67,35.7326,1.0004
"prob_resp_class[99,4]",0.320821,0.00457083,0.25462,0.270792,0.0180637,0.26119,0.820455,3199.12,4456.98,30.8001,1.00034
"prob_resp_class[100,1]",0.0272261,0.000581569,0.0373865,0.016436,0.000676511,0.0136224,0.0984863,3640.83,4779.26,35.0528,1.00094
"prob_resp_class[100,2]",0.0785134,0.00126538,0.0764681,0.0522435,0.00644122,0.0546603,0.232238,3892.53,4103.65,37.4761,1.00059
"prob_resp_class[100,3]",0.215366,0.0030312,0.169707,0.156562,0.0173972,0.172034,0.566378,3216.53,4253.4,30.9678,1.00034
"prob_resp_class[100,4]",0.678894,0.00330316,0.197492,0.216282,0.31292,0.704139,0.952579,3557.44,4903.9,34.25,1.00033
"prob_resp_class[101,1]",0.0235359,0.000970149,0.0374213,0.0127127,0.000398452,0.0101239,0.0901304,1616.11,3030.54,15.5594,1.00363
"prob_resp_class[101,2]",0.082339,0.001342,0.0800912,0.0554201,0.00667928,0.0576287,0.24191,3430.58,4454.06,33.0286,1.00088
"prob_resp_class[101,3]",0.184185,0.0061783,0.175874,0.127985,0.009674,0.123988,0.576286,978.509,2182.86,9.42079,1.00405
"prob_resp_class[101,4]",0.70994,0.00643376,0.204192,0.202007,0.301599,0.753955,0.963231,1189.08,1992.09,11.4481,1.00389
"prob_resp_class[102,1]",0.0359044,0.00123027,0.0586927,0.0184204,0.00036737,0.0140587,0.147494,1825.85,3505.73,17.5787,1.00153
"prob_resp_class[102,2]",0.130693,0.0029356,0.144422,0.0876902,0.00578446,0.0786156,0.446217,2643.02,4055.48,25.4462,1.00217
"prob_resp_class[102,3]",0.169649,0.00595732,0.168447,0.113992,0.00911959,0.110507,0.546139,944.756,2222.52,9.09583,1.00432
"prob_resp_class[102,4]",0.663754,0.00609331,0.230202,0.253494,0.237281,0.705241,0.963785,1495.02,3986.72,14.3936,1.00105
"prob_resp_class[103,1]",0.119817,0.00259302,0.146285,0.0804025,0.00135354,0.0604772,0.430472,2763.1,3997.05,26.6023,1.00126
"prob_resp_class[103,2]",0.286974,0.00478397,0.255629,0.265643,0.00579744,0.213227,0.781365,2547.73,4249.94,24.5288,1.00087
"prob_resp_class[103,3]",0.158267,0.00251487,0.159228,0.11454,0.00804336,0.10373,0.496072,4061.56,5264.11,39.1035,1.00172
"prob_resp_class[103,4]",0.434941,0.00557719,0.288506,0.378048,0.0319349,0.412241,0.909914,2742.51,4823.86,26.4041,1.00023
"prob_resp_class[104,1]",0.0235359,0.000970149,0.0374213,0.0127127,0.000398452,0.0101239,0.0901304,1616.11,3030.54,15.5594,1.00363
"prob_resp_class[104,2]",0.082339,0.001342,0.0800912,0.0554201,0.00667928,0.0576287,0.24191,3430.58,4454.06,33.0286,1.00088
"prob_resp_class[104,3]",0.184185,0.0061783,0.175874,0.127985,0.009674,0.123988,0.576286,978.509,2182.86,9.42079,1.00405
"prob_resp_class[104,4]",0.70994,0.00643376,0.204192,0.202007,0.301599,0.753955,0.963231,1189.08,1992.09,11.4481,1.00389
"prob_resp_class[105,1]",0.164979,0.010151,0.240323,0.0643184,0.0016642,0.0498269,0.760818,840.364,1930.96,8.09077,1.00596
"prob_resp_class[105,2]",0.579315,0.010433,0.321979,0.366039,0.0379386,0.671556,0.960437,1133.78,3133.29,10.9157,1.00383
"prob_resp_class[105,3]",0.0492608,0.00338005,0.120371,0.0103584,0.00014351,0.00740016,0.267828,1200.7,1750.51,11.56,1.00224
"prob_resp_class[105,4]",0.206445,0.00562419,0.266383,0.10663,0.00178758,0.0782213,0.842248,2072.14,3562.51,19.95,1.00106
"prob_resp_class[106,1]",0.0762189,0.00145045,0.090204,0.0512157,0.00217881,0.043649,0.263747,3388.2,4269.35,32.6206,1.00155
"prob_resp_class[106,2]",0.216451,0.0024969,0.161984,0.150513,0.0216737,0.17823,0.542723,3875.1,4204.83,37.3083,1.00024
"prob_resp_class[106,3]",0.164713,0.00243272,0.141144,0.114779,0.0135545,0.123403,0.466171,3408.88,4491.0,32.8196,1.00023
"prob_resp_class[106,4]",0.542617,0.00370039,0.227903,0.264968,0.160426,0.547149,0.903389,3754.23,5173.62,36.1446,1.00076
"prob_resp_class[107,1]",0.0363196,0.00141841,0.0646658,0.0161093,0.000286699,0.0120674,0.158208,1831.55,3861.1,17.6336,1.00166
"prob_resp_class[107,2]",0.0809387,0.00165334,0.0936791,0.0539998,0.00293005,0.0477095,0.275274,2447.68,3841.23,23.5655,1.00051
"prob_resp_class[107,3]",0.248031,0.00756302,0.243755,0.18103,0.00966247,0.153812,0.765645,1279.21,2676.71,12.3158,1.00227
"prob_resp_class[107,4]",0.634711,0.00795742,0.268164,0.276395,0.117414,0.699077,0.963456,1301.4,2616.45,12.5295,1.00206
"prob_resp_class[108,1]",0.0838484,0.0016225,0.109645,0.0495569,0.00175603,0.039574,0.313761,3984.75,4940.45,38.364,1.00126
"prob_resp_class[108,2]",0.195114,0.00305153,0.18944,0.143809,0.00890594,0.127265,0.598323,3641.87,5038.68,35.0628,1.0012
"prob_resp_class[108,3]",0.199097,0.00246311,0.16302,0.149466,0.0165472,0.156112,0.525909,3969.49,5210.27,38.2171,1.00071
"prob_resp_class[108,4]",0.521941,0.00352297,0.245182,0.286612,0.101693,0.536276,0.899802,4709.36,5712.75,45.3403,1.00054
"prob_resp_class[109,1]",0.0974019,0.00200392,0.116522,0.0666766,0.00156839,0.0527683,0.347117,2883.37,4106.66,27.7602,1.00091
"prob_resp_class[109,2]",0.282076,0.00390314,0.221746,0.241515,0.0128121,0.232446,0.698318,2990.64,4152.95,28.793,1.0007
"prob_resp_class[109,3]",0.139925,0.00226537,0.135661,0.094493,0.00979037,0.0950398,0.42406,3808.7,4299.69,36.669,1.00017
"prob_resp_class[109,4]",0.480597,0.0049493,0.267458,0.330694,0.0779526,0.466268,0.918586,3000.76,4510.55,28.8904,1.00022
"prob_resp_class[110,1]",0.0292961,0.00111436,0.0475986,0.0147687,0.000460862,0.0115608,0.121778,1924.47,3573.94,18.5282,1.00398
"prob_resp_class[110,2]",0.0770485,0.00132343,0.077873,0.053284,0.0049649,0.0528151,0.234943,2979.19,4373.35,28.6828,1.00131
"prob_resp_class[110,3]",0.225988,0.00705351,0.219495,0.158235,0.0117601,0.144735,0.708601,1255.04,2403.62,12.0832,1.00322
"prob_resp_class[110,4]",0.667667,0.00744982,0.240681,0.228384,0.175967,0.727038,0.955838,1344.8,2275.95,12.9473,1.0034
"prob_resp_class[111,1]",0.0941663,0.00178606,0.107906,0.0655447,0.00250984,0.0546618,0.326821,3304.3,4720.36,31.8128,1.00032
"prob_resp_class[111,2]",0.273111,0.00331005,0.201256,0.210228,0.0231963,0.230078,0.664297,3476.2,4428.18,33.4678,1.00041
"prob_resp_class[111,3]",0.143375,0.00221434,0.132363,0.0971146,0.0113177,0.101179,0.426935,3696.54,4699.85,35.5892,1.0003
"prob_resp_class[111,4]",0.489347,0.00436745,0.251172,0.302077,0.0962877,0.481704,0.903996,3347.06,5337.1,32.2245,1.00025
"prob_resp_class[112,1]",0.0762189,0.00145045,0.090204,0.0512157,0.00217881,0.043649,0.263747,3388.2,4269.35,32.6206,1.00155
"prob_resp_class[112,2]",0.216451,0.0024969,0.161984,0.150513,0.0216737,0.17823,0.542723,3875.1,4204.83,37.3083,1.00024
"prob_resp_class[112,3]",0.164713,0.00243272,0.141144,0.114779,0.0135545,0.123403,0.466171,3408.88,4491.0,32.8196,1.00023
"prob_resp_class[112,4]",0.542617,0.00370039,0.227903,0.264968,0.160426,0.547149,0.903389,3754.23,5173.62,36.1446,1.00076
"prob_resp_class[113,1]",0.164337,0.00241315,0.157336,0.128125,0.00617191,0.114117,0.497399,3418.88,4049.09,32.9159,1.00049
"prob_resp_class[113,2]",0.390739,0.00415223,0.241821,0.2923,0.0325556,0.384852,0.802357,3241.67,3754.35,31.2099,1.00037
"prob_resp_class[113,3]",0.1164,0.00205893,0.129304,0.0774035,0.00546913,0.0695681,0.393964,4472.02,4769.57,43.0552,1.00044
"prob_resp_class[113,4]",0.328524,0.00457993,0.257189,0.281018,0.0193267,0.270436,0.817896,3233.98,4333.33,31.1357,1.00041
"prob_resp_attr[1,1]",0.670446,0.004694,0.27542,0.289699,0.130258,0.745479,0.988519,3050.7,3988.87,29.3712,1.00068
"prob_resp_attr[1,2]",0.796042,0.00695933,0.190763,0.140245,0.376612,0.861225,0.988007,916.97,2176.62,8.82831,1.00509
"prob_resp_attr[2,1]",0.816729,0.00362946,0.193036,0.139678,0.402106,0.88737,0.996131,2529.48,3752.1,24.3531,1.00064
"prob_resp_attr[2,2]",0.785948,0.0129522,0.284105,0.0877986,0.133843,0.927862,0.995899,714.886,2073.09,6.88271,1.00726
"prob_resp_attr[3,1]",0.439417,0.00565847,0.304739,0.386839,0.0320508,0.392817,0.948788,2929.66,3929.19,28.2059,1.0003
"prob_resp_attr[3,2]",0.491274,0.0112372,0.285588,0.328744,0.109717,0.426101,0.963708,797.163,2215.21,7.67485,1.00505
"prob_resp_attr[4,1]",0.719245,0.00421286,0.255356,0.218457,0.178957,0.805814,0.9863,3537.23,5135.78,34.0554,1.00149
"prob_resp_attr[4,2]",0.64763,0.00528681,0.228002,0.267985,0.237942,0.676503,0.959018,1797.98,4051.34,17.3104,1.00116
"prob_resp_attr[5,1]",0.833403,0.00308937,0.172723,0.118016,0.457407,0.893484,0.992866,3034.44,4405.47,29.2147,1.0009
"prob_resp_attr[5,2]",0.794446,0.00711461,0.19471,0.143398,0.357423,0.860569,0.989115,923.982,2122.3,8.89582,1.00505
"prob_resp_attr[6,1]",0.668415,0.00366017,0.263848,0.285088,0.150664,0.730531,0.983387,4707.4,5060.47,45.3214,1.00016
"prob_resp_attr[6,2]",0.760949,0.00334531,0.183242,0.172667,0.386973,0.806356,0.977952,3165.6,4350.42,30.4774,1.0006
"prob_resp_attr[7,1]",0.893505,0.00162138,0.0980844,0.0721549,0.702189,0.921608,0.990494,3921.41,3868.45,37.7541,1.00091
"prob_resp_attr[7,2]",0.625015,0.00487408,0.27812,0.334246,0.127539,0.67598,0.977669,3079.32,4301.99,29.6468,1.00038
"prob_resp_attr[8,1]",0.894207,0.00163625,0.0986355,0.0713583,0.698858,0.922925,0.990412,3988.36,4035.77,38.3987,1.00124
"prob_resp_attr[8,2]",0.528341,0.00844095,0.307582,0.424269,0.0557906,0.532421,0.968779,1307.78,3526.12,12.591,1.00384
"prob_resp_attr[9,1]",0.882467,0.00203558,0.121591,0.0840191,0.63877,0.920846,0.994121,3323.66,3731.78,31.9992,1.00037
"prob_resp_attr[9,2]",0.625429,0.00488059,0.278085,0.331982,0.128421,0.675425,0.977568,3069.82,4301.83,29.5553,1.00041
"prob_resp_attr[10,1]",0.894651,0.0016119,0.0978192,0.0725965,0.70073,0.922749,0.990693,3923.19,3834.03,37.7713,1.00085
"prob_resp_attr[10,2]",0.69606,0.00323861,0.20566,0.222846,0.307465,0.728633,0.96707,3617.96,4048.29,34.8327,0.999794
"prob_resp_attr[11,1]",0.883514,0.00202957,0.121006,0.0830137,0.638969,0.922314,0.99447,3302.76,3793.95,31.7979,1.00032
"prob_resp_attr[11,2]",0.69663,0.00322384,0.205244,0.223155,0.308125,0.729807,0.966709,3603.09,4021.2,34.6894,0.999832
"prob_resp_attr[12,1]",0.893591,0.00163745,0.0983657,0.0716111,0.697659,0.922168,0.990411,3889.43,3690.41,37.4463,1.00101
"prob_resp_attr[12,2]",0.572182,0.00639931,0.258036,0.325575,0.14594,0.580345,0.958378,1594.93,3285.86,15.3555,1.00205
"prob_resp_attr[13,1]",0.893628,0.00158777,0.0975512,0.0729384,0.701063,0.921056,0.990505,4006.97,3645.65,38.5779,1.001
"prob_resp_attr[13,2]",0.650406,0.00516281,0.229536,0.270979,0.235978,0.679762,0.961665,1917.63,4176.1,18.4623,1.00105
"prob_resp_attr[14,1]",0.893997,0.00160104,0.0985327,0.0737812,0.699748,0.92266,0.990986,3930.13,4376.66,37.8381,1.00065
"prob_resp_attr[14,2]",0.784138,0.00934093,0.233432,0.125055,0.243811,0.880951,0.98848,861.522,2045.81,8.29447,1.00414
"prob_resp_attr[15,1]",0.692006,0.00387686,0.240875,0.248812,0.224425,0.753132,0.979218,3526.58,4045.11,33.9529,1.00128
"prob_resp_attr[15,2]",0.405018,0.0135664,0.337478,0.342471,0.0194675,0.290806,0.974226,726.013,2226.24,6.98983,1.00701
"prob_resp_attr[16,1]",0.883514,0.00202957,0.121006,0.0830137,0.638969,0.922314,0.99447,3302.76,3793.95,31.7979,1.00032
"prob_resp_attr[16,2]",0.69663,0.00322384,0.205244,0.223155,0.308125,0.729807,0.966709,3603.09,4021.2,34.6894,0.999832
"prob_resp_attr[17,1]",0.894339,0.00160006,0.0975918,0.0726972,0.704434,0.922229,0.990752,3897.75,3884.39,37.5263,1.00098
"prob_resp_attr[17,2]",0.69574,0.00444308,0.22105,0.219686,0.255285,0.746127,0.968418,2567.86,3840.57,24.7226,1.00023
"prob_resp_attr[18,1]",0.704314,0.00331902,0.207916,0.208629,0.298374,0.744296,0.970118,3628.52,4052.75,34.9343,1.00096
"prob_resp_attr[18,2]",0.649896,0.00524052,0.228137,0.26799,0.239578,0.678458,0.959348,1828.09,3988.34,17.6003,1.00108
"prob_resp_attr[19,1]",0.884022,0.00206036,0.12143,0.0819827,0.638097,0.923255,0.994363,3320.93,4261.76,31.9729,1.00054
"prob_resp_attr[19,2]",0.594994,0.00492027,0.274902,0.334597,0.102841,0.633509,0.963074,3232.05,4845.18,31.1172,1.00115
"prob_resp_attr[20,1]",0.882562,0.00204736,0.122016,0.0843687,0.636218,0.921809,0.994717,3273.08,4207.51,31.5122,1.00031
"prob_resp_attr[20,2]",0.757644,0.00335093,0.187442,0.176802,0.374778,0.803503,0.98053,3279.24,4321.05,31.5715,1.00047
