,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat
"y_rep[14,5]",0.204625,0.0046386,0.403453,0.0,0.0,0.0,1.0,7594.21,7594.21,1067.35,0.999772
"y_rep[14,6]",0.497125,0.00558655,0.500023,0.0,0.0,0.0,1.0,8026.72,8026.72,1128.14,1.00036
"y_rep[14,7]",0.4995,,0.500031,0.0,0.0,0.0,1.0,7968.42,7968.42,1119.95,0.999965
"y_rep[15,1]",0.5,0.00557996,0.500031,0.7413,0.0,0.5,1.0,8071.54,8071.54,1134.44,
"y_rep[15,2]",0.496,0.00578499,0.500015,0.0,0.0,0.0,1.0,7491.4,7491.4,1052.9,0.999833
"y_rep[15,3]",0.4965,0.00550116,0.500019,0.0,0.0,0.0,1.0,8284.15,8284.15,1164.32,0.999684
"y_rep[15,4]",0.65275,0.0051374,0.476126,0.0,0.0,1.0,1.0,8612.38,8612.38,1210.45,0.999906
"y_rep[15,5]",0.200125,0.00444541,0.400119,0.0,0.0,0.0,1.0,8108.08,8108.08,1139.58,1.00025
"y_rep[15,6]",0.510125,0.00549968,0.499929,0.0,0.0,1.0,1.0,8270.21,8270.21,1162.36,0.999695
"y_rep[15,7]",0.501875,0.00547065,0.500028,0.0,0.0,1.0,1.0,8363.53,8363.53,1175.48,0.999645
"y_rep[16,1]",0.499125,0.00556196,0.50003,0.0,0.0,0.0,1.0,8088.2,8088.2,1136.78,0.999913
"y_rep[16,2]",0.489875,0.00565717,0.499929,0.0,0.0,0.0,1.0,7819.91,7819.91,1099.07,1.00045
"y_rep[16,3]",0.50225,0.00544184,0.500026,0.0,0.0,1.0,1.0,8453.69,8453.69,1188.15,0.999727
"y_rep[16,4]",0.645875,0.00532586,0.478277,0.0,0.0,1.0,1.0,8083.06,8083.06,1136.06,0.99994
"y_rep[16,5]",0.202875,,0.402165,0.0,0.0,0.0,1.0,,,,
"y_rep[16,6]",0.504,0.00559809,0.500015,0.0,0.0,1.0,1.0,8004.81,8004.81,1125.06,1.00009
"y_rep[16,7]",0.491,0.00546355,0.49995,0.0,0.0,0.0,1.0,8377.62,8377.62,1177.46,0.999698
"y_rep[17,1]",0.510625,,0.499918,0.0,0.0,1.0,1.0,7684.07,7684.07,1079.98,1.00004
"y_rep[17,2]",0.49875,0.00554854,0.50003,0.0,0.0,0.0,1.0,8137.39,8137.39,1143.69,0.999726
"y_rep[17,3]",0.498125,0.00566642,0.500028,0.0,0.0,0.0,1.0,7845.41,7845.41,1102.66,1.00066
"y_rep[17,4]",0.652,0.00547256,0.476366,0.0,0.0,1.0,1.0,7614.47,7614.47,1070.2,0.999618
"y_rep[17,5]",0.2035,0.00449906,0.402626,0.0,0.0,0.0,1.0,8015.36,8015.36,1126.54,0.999869
"y_rep[17,6]",0.500875,0.00562059,0.50003,0.0,0.0,1.0,1.0,7921.89,7921.89,1113.41,0.99976
"y_rep[17,7]",0.498625,0.00554948,0.500029,0.0,0.0,0.0,1.0,8131.74,8131.74,1142.9,1.00022
"y_rep[18,1]",0.49775,0.00557153,0.500026,0.0,0.0,0.0,1.0,8058.53,8058.53,1132.61,1.00001
"y_rep[18,2]",0.499,0.00548491,0.50003,0.0,0.0,0.0,1.0,8322.91,8322.91,1169.77,0.999648
"y_rep[18,3]",0.496625,0.0055436,0.50002,0.0,0.0,0.0,1.0,8150.74,8150.74,1145.57,1.00047
"y_rep[18,4]",0.644375,0.00535668,0.478732,0.0,0.0,1.0,1.0,8003.02,8003.02,1124.81,1.00007
"y_rep[18,5]",0.196375,,0.39728,0.0,0.0,0.0,1.0,8077.29,8077.29,1135.25,1.00022
"y_rep[18,6]",0.49175,0.00557877,0.499963,0.0,0.0,0.0,1.0,8067.59,8067.59,1133.89,1.00055
"y_rep[18,7]",0.505,0.00570516,0.500006,0.0,0.0,1.0,1.0,7723.1,7723.1,1085.47,0.999746
"y_rep[19,1]",0.495125,0.00561266,0.500007,0.0,0.0,0.0,1.0,7940.73,7940.73,1116.05,0.999732
"y_rep[19,2]",0.49625,0.00551291,0.500017,0.0,0.0,0.0,1.0,8233.91,8233.91,1157.26,0.999826
"y_rep[19,3]",0.496125,0.00563826,0.500016,0.0,0.0,0.0,1.0,7881.41,7881.41,1107.72,1.00023
"y_rep[19,4]",0.65675,0.00531366,0.474824,0.0,0.0,1.0,1.0,7995.0,7995.0,1123.68,1.0002
"y_rep[19,5]",0.1975,,0.398138,0.0,0.0,0.0,1.0,8432.01,8432.01,1185.1,0.999928
"y_rep[19,6]",0.498875,,0.50003,0.0,0.0,0.0,1.0,7912.14,7912.14,1112.04,0.999961
"y_rep[19,7]",0.5035,0.00576439,0.500019,0.0,0.0,1.0,1.0,7534.74,7534.74,1058.99,0.999872
"y_rep[20,1]",0.492125,,0.499969,0.0,0.0,0.0,1.0,8205.96,8205.96,1153.33,1.00013
"y_rep[20,2]",0.499,0.00567735,0.50003,0.0,0.0,0.0,1.0,7782.14,7782.14,1093.77,1.00042
"y_rep[20,3]",0.497375,0.00547175,0.500024,0.0,0.0,0.0,1.0,8363.94,8363.94,1175.54,1.00029
"y_rep[20,4]",0.645875,0.0052653,0.478277,0.0,0.0,1.0,1.0,8262.07,8262.07,1161.22,1.00077
"y_rep[20,5]",0.198125,0.00453134,0.398612,0.0,0.0,0.0,1.0,7766.81,7766.81,1091.61,1.00005
"y_rep[20,6]",0.50675,,0.499986,0.0,0.0,1.0,1.0,7782.57,7782.57,1093.83,1.0002
"y_rep[20,7]",0.499,0.00544565,0.50003,0.0,0.0,0.0,1.0,8441.04,8441.04,1186.37,0.999922
"y_rep[21,1]",0.50075,0.0053979,0.500031,0.0,0.0,1.0,1.0,8551.81,8551.81,1201.94,0.999966
"y_rep[21,2]",0.498875,0.00558981,0.50003,0.0,0.0,0.0,1.0,8012.49,8012.49,1126.14,1.00033
"y_rep[21,3]",0.501625,0.00558852,0.500029,0.0,0.0,1.0,1.0,8129.09,8129.09,1142.53,0.999897
"y_rep[21,4]",0.644,0.00540176,0.478845,0.0,0.0,1.0,1.0,7873.08,7873.08,1106.55,1.00014
"y_rep[21,5]",0.204625,,0.403453,0.0,0.0,0.0,1.0,8215.49,8215.49,1154.67,1.00097
"y_rep[21,6]",0.49975,0.00545923,0.500031,0.0,0.0,0.0,1.0,8398.43,8398.43,1180.38,0.999685
"y_rep[21,7]",0.505125,0.00549129,0.500005,0.0,0.0,1.0,1.0,8295.01,8295.01,1165.85,0.999772
"y_rep[22,1]",0.502125,0.00568006,0.500027,0.0,0.0,1.0,1.0,7771.04,7771.04,1092.21,0.9997
"y_rep[22,2]",0.503,0.0055304,0.500022,0.0,0.0,1.0,1.0,8191.47,8191.47,1151.3,0.999893
"y_rep[22,3]",0.5015,0.00560731,0.500029,0.0,0.0,1.0,1.0,7958.19,7958.19,1118.51,0.999941
"y_rep[22,4]",0.647875,0.00538057,0.477663,0.0,0.0,1.0,1.0,7907.94,7907.94,1111.45,0.999742
"y_rep[22,5]",0.194125,0.00442212,0.39555,0.0,0.0,0.0,1.0,8043.69,8043.69,1130.53,1.00024
"y_rep[22,6]",0.499875,0.0056361,0.500031,0.0,0.0,0.0,1.0,7883.01,7883.01,1107.94,0.999925
"y_rep[22,7]",0.501375,0.00552625,0.500029,0.0,0.0,1.0,1.0,8216.99,8216.99,1154.88,0.999733
"y_rep[23,1]",0.496625,,0.50002,0.0,0.0,0.0,1.0,,,,
"y_rep[23,2]",0.4935,0.00559632,0.499989,0.0,0.0,0.0,1.0,8000.82,8000.82,1124.5,0.999868
"y_rep[23,3]",0.501875,0.00558218,0.500028,0.0,0.0,1.0,1.0,8032.87,8032.87,1129.0,0.999767
"y_rep[23,4]",0.652125,,0.476326,0.0,0.0,1.0,1.0,8449.04,8449.04,1187.5,0.999679
"y_rep[23,5]",0.19025,0.00433293,0.392523,0.0,0.0,0.0,1.0,8217.37,8217.37,1154.94,0.999605
"y_rep[23,6]",0.49225,,0.499971,0.0,0.0,0.0,1.0,7363.93,7363.93,1034.99,0.999701
"y_rep[23,7]",0.500125,0.00559373,0.500031,0.0,0.0,1.0,1.0,7998.28,7998.28,1124.14,0.999923
"y_rep[24,1]",0.502875,0.00550355,0.500023,0.0,0.0,1.0,1.0,8258.44,8258.44,1160.71,0.999997
"y_rep[24,2]",0.492,0.00564026,0.499967,0.0,0.0,0.0,1.0,7865.55,7865.55,1105.49,0.999659
"y_rep[24,3]",0.50425,0.00558548,0.500013,0.0,0.0,1.0,1.0,8032.42,8032.42,1128.94,0.999794
"y_rep[24,4]",0.644875,,0.478581,0.0,0.0,1.0,1.0,,,,
"y_rep[24,5]",0.202125,,0.40161,0.0,0.0,0.0,1.0,8247.11,8247.11,1159.12,0.999777
"y_rep[24,6]",0.499375,,0.500031,0.0,0.0,0.0,1.0,7704.69,7704.69,1082.88,1.00025
"y_rep[24,7]",0.50725,0.00581341,0.499979,0.0,0.0,1.0,1.0,7431.55,7431.55,1044.49,0.999747
"y_rep[25,1]",0.495625,,0.500012,0.0,0.0,0.0,1.0,7728.79,7728.79,1086.27,0.999817
"y_rep[25,2]",0.501125,0.00549595,0.50003,0.0,0.0,1.0,1.0,8284.56,8284.56,1164.38,0.999965
"y_rep[25,3]",0.492875,0.00561078,0.49998,0.0,0.0,0.0,1.0,7953.03,7953.03,1117.78,0.999828
"y_rep[25,4]",0.65325,0.00538203,0.475965,0.0,0.0,1.0,1.0,7891.53,7891.53,1109.14,0.999914
"y_rep[25,5]",0.20325,0.00449958,0.402442,0.0,0.0,0.0,1.0,8025.46,8025.46,1127.96,0.999679
"y_rep[25,6]",0.494375,0.0056094,0.5,0.0,0.0,0.0,1.0,7956.53,7956.53,1118.28,0.999996
"y_rep[25,7]",0.50025,0.00552958,0.500031,0.0,0.0,1.0,1.0,8217.88,8217.88,1155.01,1.00003
"y_rep[26,1]",0.489875,0.00550429,0.499929,0.0,0.0,0.0,1.0,8257.22,8257.22,1160.54,0.999912
"y_rep[26,2]",0.500875,0.00563186,0.50003,0.0,0.0,1.0,1.0,7882.71,7882.71,1107.9,1.00009
"y_rep[26,3]",0.493625,,0.499991,0.0,0.0,0.0,1.0,,,,
"y_rep[26,4]",0.63225,,0.482223,0.0,0.0,1.0,1.0,,,,
"y_rep[26,5]",0.198125,,0.398612,0.0,0.0,0.0,1.0,,,,
"y_rep[26,6]",0.502375,,0.500026,0.0,0.0,1.0,1.0,7888.06,7888.06,1108.65,0.999863
"y_rep[26,7]",0.49975,0.00567686,0.500031,0.0,0.0,0.0,1.0,7862.63,7862.63,1105.08,0.999833
"y_rep[27,1]",0.49175,0.00549742,0.499963,0.0,0.0,0.0,1.0,8273.87,8273.87,1162.88,1.00021
"y_rep[27,2]",0.505875,0.00562668,0.499997,0.0,0.0,1.0,1.0,7906.13,7906.13,1111.19,0.999907
"y_rep[27,3]",0.495125,0.00548821,0.500007,0.0,0.0,0.0,1.0,8307.71,8307.71,1167.63,0.999742
"y_rep[27,4]",0.652375,0.00533658,0.476246,0.0,0.0,1.0,1.0,7975.38,7975.38,1120.92,0.999907
"y_rep[27,5]",0.199875,0.00440396,0.399931,0.0,0.0,0.0,1.0,8111.43,8111.43,1140.05,0.999833
"y_rep[27,6]",0.496375,0.00548299,0.500018,0.0,0.0,0.0,1.0,8329.09,8329.09,1170.64,0.999674
"y_rep[27,7]",0.504875,0.00558863,0.500007,0.0,0.0,1.0,1.0,8010.85,8010.85,1125.91,1.00006
"y_rep[28,1]",0.5,0.00588233,0.500031,0.7413,0.0,0.5,1.0,7375.3,7375.3,1036.59,
"y_rep[28,2]",0.50025,0.00556622,0.500031,0.0,0.0,1.0,1.0,8075.23,8075.23,1134.96,0.999987
"y_rep[28,3]",0.492,0.00554349,0.499967,0.0,0.0,0.0,1.0,8161.87,8161.87,1147.14,0.999771
"y_rep[28,4]",0.65325,,0.475965,0.0,0.0,1.0,1.0,8130.61,8130.61,1142.74,0.999686
"y_rep[28,5]",0.201,0.00449084,0.400773,0.0,0.0,0.0,1.0,7973.15,7973.15,1120.61,1.00008
"y_rep[28,6]",0.501,,0.50003,0.0,0.0,1.0,1.0,8521.7,8521.7,1197.71,0.999616
"y_rep[28,7]",0.5,0.00557532,0.500031,0.7413,0.0,0.5,1.0,8051.5,8051.5,1131.62,
"y_rep[29,1]",0.496875,0.00550865,0.500021,0.0,0.0,0.0,1.0,8240.67,8240.67,1158.21,1.00017
"y_rep[29,2]",0.490875,0.00554673,0.499948,0.0,0.0,0.0,1.0,8084.79,8084.79,1136.3,1.00024
"y_rep[29,3]",0.5065,0.00553277,0.499989,0.0,0.0,1.0,1.0,8184.33,8184.33,1150.29,1.00019
"y_rep[29,4]",0.653375,0.00532496,0.475925,0.0,0.0,1.0,1.0,8015.51,8015.51,1126.56,0.999946
"y_rep[29,5]",0.199375,,0.399555,0.0,0.0,0.0,1.0,7742.63,7742.63,1088.21,0.999647
"y_rep[29,6]",0.497375,0.00563263,0.500024,0.0,0.0,0.0,1.0,7967.68,7967.68,1119.84,0.999712
"y_rep[29,7]",0.49425,0.00560984,0.499998,0.0,0.0,0.0,1.0,7968.3,7968.3,1119.93,1.00044
"y_rep[30,1]",0.48675,0.00553485,0.499856,0.0,0.0,0.0,1.0,8182.33,8182.33,1150.01,1.00015
"y_rep[30,2]",0.500375,0.00561309,0.500031,0.0,0.0,1.0,1.0,7947.78,7947.78,1117.05,0.999624
"y_rep[30,3]",0.496875,0.0055779,0.500021,0.0,0.0,0.0,1.0,8050.34,8050.34,1131.46,1.00026
"y_rep[30,4]",0.639875,0.00535172,0.480066,0.0,0.0,1.0,1.0,8058.78,8058.78,1132.65,0.999901
"y_rep[30,5]",0.211375,,0.408309,0.0,0.0,0.0,1.0,8144.39,8144.39,1144.68,0.999766
"y_rep[30,6]",0.4995,,0.500031,0.0,0.0,0.0,1.0,7868.34,7868.34,1105.88,1.00019
"y_rep[30,7]",0.49175,0.00562017,0.499963,0.0,0.0,0.0,1.0,7943.93,7943.93,1116.5,0.999977
"y_rep[31,1]",0.498875,0.00553032,0.50003,0.0,0.0,0.0,1.0,8186.0,8186.0,1150.53,1.00006
"y_rep[31,2]",0.4975,0.00562131,0.500025,0.0,0.0,0.0,1.0,7944.0,7944.0,1116.51,0.999919
"y_rep[31,3]",0.495,0.00564843,0.500006,0.0,0.0,0.0,1.0,7846.19,7846.19,1102.77,0.999816
"y_rep[31,4]",0.652625,0.00527667,0.476166,0.0,0.0,1.0,1.0,8154.91,8154.91,1146.16,0.999618
"y_rep[31,5]",0.199375,,0.399555,0.0,0.0,0.0,1.0,,,,
"y_rep[31,6]",0.506875,0.00556719,0.499984,0.0,0.0,1.0,1.0,8073.87,8073.87,1134.77,0.999938
"y_rep[31,7]",0.493375,0.00564183,0.499987,0.0,0.0,0.0,1.0,7885.31,7885.31,1108.27,0.999979
"y_rep[32,1]",0.500875,,0.50003,0.0,0.0,1.0,1.0,7974.25,7974.25,1120.77,0.999968
"y_rep[32,2]",0.498625,0.00558152,0.500029,0.0,0.0,0.0,1.0,8090.3,8090.3,1137.08,1.00009
"y_rep[32,3]",0.4885,0.00548641,0.499899,0.0,0.0,0.0,1.0,8311.13,8311.13,1168.11,0.999796
"y_rep[32,4]",0.646875,,0.477971,0.0,0.0,1.0,1.0,7791.98,7791.98,1095.15,1.00025
"y_rep[32,5]",0.20375,,0.40281,0.0,0.0,0.0,1.0,7807.91,7807.91,1097.39,0.999932
"y_rep[32,6]",0.5035,0.0055571,0.500019,0.0,0.0,1.0,1.0,8112.12,8112.12,1140.14,0.999926
"y_rep[32,7]",0.49625,,0.500017,0.0,0.0,0.0,1.0,7875.52,7875.52,1106.89,1.00005
"y_rep[33,1]",0.501125,0.00546223,0.50003,0.0,0.0,1.0,1.0,8392.43,8392.43,1179.54,0.999872
"y_rep[33,2]",0.506,,0.499995,0.0,0.0,1.0,1.0,7814.91,7814.91,1098.37,0.999858
"y_rep[33,3]",0.50775,0.00545707,0.499971,0.0,0.0,1.0,1.0,8401.58,8401.58,1180.83,0.999782
"y_rep[33,4]",0.645625,0.00519934,0.478353,0.0,0.0,1.0,1.0,8467.9,8467.9,1190.15,0.999791
"y_rep[33,5]",0.2,,0.400025,0.0,0.0,0.0,1.0,,,,
"y_rep[33,6]",0.497625,0.00568717,0.500026,0.0,0.0,0.0,1.0,7763.78,7763.78,1091.19,0.99981
"y_rep[33,7]",0.507,0.00574745,0.499982,0.0,0.0,1.0,1.0,7603.66,7603.66,1068.68,0.999977
"y_rep[34,1]",0.508375,,0.499961,0.0,0.0,1.0,1.0,8391.78,8391.78,1179.45,1.00015
"y_rep[34,2]",0.49775,0.00559669,0.500026,0.0,0.0,0.0,1.0,8001.21,8001.21,1124.56,1.00008
"y_rep[34,3]",0.497875,0.00550758,0.500027,0.0,0.0,0.0,1.0,8255.85,8255.85,1160.34,0.999869
"y_rep[34,4]",0.650625,,0.476802,0.0,0.0,1.0,1.0,,,,
"y_rep[34,5]",0.197625,0.00455588,0.398233,0.0,0.0,0.0,1.0,7704.21,7704.21,1082.81,1.0001
"y_rep[34,6]",0.494,0.00560956,0.499995,0.0,0.0,0.0,1.0,7956.7,7956.7,1118.3,1.00013
"y_rep[34,7]",0.508,0.00548463,0.499967,0.0,0.0,1.0,1.0,8319.43,8319.43,1169.28,0.999801
"y_rep[35,1]",0.4895,0.00554505,0.499921,0.0,0.0,0.0,1.0,8165.83,8165.83,1147.69,1.00019
"y_rep[35,2]",0.484625,,0.499795,0.0,0.0,0.0,1.0,7884.46,7884.46,1108.15,0.999638
"y_rep[35,3]",0.494875,0.00564292,0.500005,0.0,0.0,0.0,1.0,7863.47,7863.47,1105.2,1.00006
"y_rep[35,4]",0.64725,0.00526135,0.477856,0.0,0.0,1.0,1.0,8272.16,8272.16,1162.64,1.00005
"y_rep[35,5]",0.20375,,0.40281,0.0,0.0,0.0,1.0,,,,
"y_rep[35,6]",0.496125,0.00551249,0.500016,0.0,0.0,0.0,1.0,8278.15,8278.15,1163.48,1.00008
"y_rep[35,7]",0.494125,0.00552759,0.499997,0.0,0.0,0.0,1.0,8242.11,8242.11,1158.41,1.00006
"y_rep[36,1]",0.499375,0.00568314,0.500031,0.0,0.0,0.0,1.0,7753.75,7753.75,1089.77,1.00017
"y_rep[36,2]",0.502,0.00549893,0.500027,0.0,0.0,1.0,1.0,8272.65,8272.65,1162.71,0.999638
"y_rep[36,3]",0.501875,0.00558829,0.500028,0.0,0.0,1.0,1.0,8012.33,8012.33,1126.12,1.00018
"y_rep[36,4]",0.651875,0.00537587,0.476406,0.0,0.0,1.0,1.0,7903.04,7903.04,1110.76,1.0009
"y_rep[36,5]",0.2025,,0.401888,0.0,0.0,0.0,1.0,8250.75,8250.75,1159.63,0.999964
"y_rep[36,6]",0.502375,0.00555196,0.500026,0.0,0.0,1.0,1.0,8181.86,8181.86,1149.94,0.999844
"y_rep[36,7]",0.50525,0.00556471,0.500004,0.0,0.0,1.0,1.0,8096.3,8096.3,1137.92,0.999702
"y_rep[37,1]",0.5,,0.500031,0.7413,0.0,0.5,1.0,8162.26,8162.26,1147.19,
"y_rep[37,2]",0.506,0.00546226,0.499995,0.0,0.0,1.0,1.0,8381.79,8381.79,1178.04,1.00005
"y_rep[37,3]",0.509,,0.49995,0.0,0.0,1.0,1.0,7992.34,7992.34,1123.31,0.999838
"y_rep[37,4]",0.648125,0.00530167,0.477585,0.0,0.0,1.0,1.0,8128.77,8128.77,1142.48,0.999917
"y_rep[37,5]",0.206375,,0.404728,0.0,0.0,0.0,1.0,7713.58,7713.58,1084.13,0.999557
"y_rep[37,6]",0.502375,0.00557368,0.500026,0.0,0.0,1.0,1.0,8075.07,8075.07,1134.94,1.00025
"y_rep[37,7]",0.494375,0.00546504,0.5,0.0,0.0,0.0,1.0,8402.84,8402.84,1181.0,0.999715
"y_rep[38,1]",0.4925,0.00555393,0.499975,0.0,0.0,0.0,1.0,8116.3,8116.3,1140.73,0.999824
"y_rep[38,2]",0.496625,0.00567719,0.50002,0.0,0.0,0.0,1.0,7814.42,7814.42,1098.3,0.999711
"y_rep[38,3]",0.489125,0.00546812,0.499913,0.0,0.0,0.0,1.0,8369.99,8369.99,1176.39,1.00001
"y_rep[38,4]",0.6505,0.00530545,0.476842,0.0,0.0,1.0,1.0,8089.12,8089.12,1136.91,0.99989
"y_rep[38,5]",0.20375,0.00443034,0.40281,0.0,0.0,0.0,1.0,8273.55,8273.55,1162.83,0.999836
"y_rep[38,6]",0.49875,0.00565341,0.50003,0.0,0.0,0.0,1.0,7853.38,7853.38,1103.78,0.999943
"y_rep[38,7]",0.49525,0.00558382,0.500009,0.0,0.0,0.0,1.0,8067.3,8067.3,1133.84,0.999829
"y_rep[39,1]",0.4945,0.00549537,0.500001,0.0,0.0,0.0,1.0,8283.09,8283.09,1164.17,0.999676
"y_rep[39,2]",0.496375,0.00554257,0.500018,0.0,0.0,0.0,1.0,8142.08,8142.08,1144.35,0.999756
"y_rep[39,3]",0.498375,,0.500029,0.0,0.0,0.0,1.0,8353.65,8353.65,1174.09,0.999894
"y_rep[39,4]",0.6445,0.00532744,0.478694,0.0,0.0,1.0,1.0,8165.43,8165.43,1147.64,0.999923
"y_rep[39,5]",0.20625,,0.404637,0.0,0.0,0.0,1.0,,,,
"y_rep[39,6]",0.501625,0.00546443,0.500029,0.0,0.0,1.0,1.0,8377.89,8377.89,1177.5,1.00001
"y_rep[39,7]",0.49525,0.00557108,0.500009,0.0,0.0,0.0,1.0,8065.36,8065.36,1133.57,1.00028
"y_rep[40,1]",0.50275,0.00551249,0.500024,0.0,0.0,1.0,1.0,8240.27,8240.27,1158.15,1.00031
"y_rep[40,2]",0.502375,0.00557092,0.500026,0.0,0.0,1.0,1.0,8054.44,8054.44,1132.04,1.00003
"y_rep[40,3]",0.508,0.00549685,0.499967,0.0,0.0,1.0,1.0,8284.78,8284.78,1164.41,0.999834
"y_rep[40,4]",0.645375,,0.478429,0.0,0.0,1.0,1.0,8379.38,8379.38,1177.71,0.999582
"y_rep[40,5]",0.195375,0.00438753,0.396514,0.0,0.0,0.0,1.0,8177.17,8177.17,1149.29,0.999917
"y_rep[40,6]",0.507125,0.00559855,0.49998,0.0,0.0,1.0,1.0,7986.71,7986.71,1122.52,1.00066
"y_rep[40,7]",0.4995,0.0055272,0.500031,0.0,0.0,0.0,1.0,8077.09,8077.09,1135.22,1.00011
"y_rep[41,1]",0.505,0.00563304,0.500006,0.0,0.0,1.0,1.0,7919.3,7919.3,1113.04,0.999754
"y_rep[41,2]",0.495875,0.00550922,0.500014,0.0,0.0,0.0,1.0,8247.14,8247.14,1159.12,0.999848
"y_rep[41,3]",0.499,0.0055391,0.50003,0.0,0.0,0.0,1.0,8164.39,8164.39,1147.49,0.999922
"y_rep[41,4]",0.645875,0.00534551,0.478277,0.0,0.0,1.0,1.0,8011.41,8011.41,1125.99,0.999965
"y_rep[41,5]",0.194,,0.395454,0.0,0.0,0.0,1.0,8123.25,8123.25,1141.71,0.999964
"y_rep[41,6]",0.502875,,0.500023,0.0,0.0,1.0,1.0,8020.6,8020.6,1127.28,0.999891
"y_rep[41,7]",0.502875,0.00559764,0.500023,0.0,0.0,1.0,1.0,7982.83,7982.83,1121.97,0.999953
"y_rep[42,1]",0.501625,0.00555267,0.500029,0.0,0.0,1.0,1.0,8120.64,8120.64,1141.34,0.999827
"y_rep[42,2]",0.50275,0.00548478,0.500024,0.0,0.0,1.0,1.0,8322.59,8322.59,1169.72,1.00013
"y_rep[42,3]",0.496875,0.00544535,0.500021,0.0,0.0,0.0,1.0,8436.63,8436.63,1185.75,1.00014
"y_rep[42,4]",0.642625,0.00530913,0.479257,0.0,0.0,1.0,1.0,8200.01,8200.01,1152.5,0.999909
"y_rep[42,5]",0.199625,,0.399743,0.0,0.0,0.0,1.0,8037.59,8037.59,1129.67,0.999669
"y_rep[42,6]",0.50275,0.00551229,0.500024,0.0,0.0,1.0,1.0,8228.83,8228.83,1156.55,0.999967
"y_rep[42,7]",0.49975,,0.500031,0.0,0.0,0.0,1.0,8008.04,8008.04,1125.52,1.00035
"y_rep[43,1]",0.4955,0.00558123,0.500011,0.0,0.0,0.0,1.0,8048.0,8048.0,1131.13,0.999827
"y_rep[43,2]",0.507375,0.00549904,0.499977,0.0,0.0,1.0,1.0,8301.44,8301.44,1166.75,1.00006
"y_rep[43,3]",0.495375,0.00564201,0.50001,0.0,0.0,0.0,1.0,7877.22,7877.22,1107.13,0.99993
"y_rep[43,4]",0.646875,0.00521935,0.477971,0.0,0.0,1.0,1.0,8398.9,8398.9,1180.45,1.00004
"y_rep[43,5]",0.210875,0.00472993,0.407955,0.0,0.0,0.0,1.0,7533.8,7533.8,1058.86,0.99999
"y_rep[43,6]",0.49075,0.0058648,0.499946,0.0,0.0,0.0,1.0,7297.42,7297.42,1025.64,0.999855
"y_rep[43,7]",0.496625,,0.50002,0.0,0.0,0.0,1.0,8080.3,8080.3,1135.67,0.999903
"y_rep[44,1]",0.49425,0.00580508,0.499998,0.0,0.0,0.0,1.0,7475.24,7475.24,1050.63,0.999983
"y_rep[44,2]",0.491375,0.00556009,0.499957,0.0,0.0,0.0,1.0,8123.54,8123.54,1141.75,0.999678
"y_rep[44,3]",0.502625,0.00561831,0.500024,0.0,0.0,1.0,1.0,7933.43,7933.43,1115.03,0.999742
"y_rep[44,4]",0.644625,,0.478657,0.0,0.0,1.0,1.0,8176.81,8176.81,1149.24,1.00004
"y_rep[44,5]",0.19025,,0.392523,0.0,0.0,0.0,1.0,8118.84,8118.84,1141.09,0.999785
"y_rep[44,6]",0.4985,0.00546819,0.500029,0.0,0.0,0.0,1.0,8369.46,8369.46,1176.31,1.00022
"y_rep[44,7]",0.5015,0.00559328,0.500029,0.0,0.0,1.0,1.0,7999.95,7999.95,1124.38,1.00059
"y_rep[45,1]",0.492625,0.00555954,0.499977,0.0,0.0,0.0,1.0,8104.08,8104.08,1139.01,0.999796
"y_rep[45,2]",0.497375,0.00556207,0.500024,0.0,0.0,0.0,1.0,8096.3,8096.3,1137.92,1.00019
"y_rep[45,3]",0.494125,0.0055754,0.499997,0.0,0.0,0.0,1.0,8056.79,8056.79,1132.37,1.00023
"y_rep[45,4]",0.650125,0.0052804,0.47696,0.0,0.0,1.0,1.0,8176.55,8176.55,1149.2,1.00025
"y_rep[45,5]",0.20275,0.00445433,0.402073,0.0,0.0,0.0,1.0,8159.38,8159.38,1146.79,1.00034
"y_rep[45,6]",0.499,0.00547947,0.50003,0.0,0.0,0.0,1.0,8332.32,8332.32,1171.09,0.999798
"y_rep[45,7]",0.50625,0.00559451,0.499992,0.0,0.0,1.0,1.0,8014.12,8014.12,1126.37,0.999922
"y_rep[46,1]",0.49775,,0.500026,0.0,0.0,0.0,1.0,,,,
"y_rep[46,2]",0.4995,0.00553778,0.500031,0.0,0.0,0.0,1.0,8164.96,8164.96,1147.57,0.999632
"y_rep[46,3]",0.5015,,0.500029,0.0,0.0,1.0,1.0,8376.32,8376.32,1177.28,0.999651
"y_rep[46,4]",0.645125,0.00541872,0.478505,0.0,0.0,1.0,1.0,7827.72,7827.72,1100.17,0.99975
"y_rep[46,5]",0.19875,0.00446831,0.399084,0.0,0.0,0.0,1.0,7996.74,7996.74,1123.93,0.999772
"y_rep[46,6]",0.502625,0.00551078,0.500024,0.0,0.0,1.0,1.0,8242.6,8242.6,1158.48,0.99972
"y_rep[46,7]",0.49675,0.0054886,0.500021,0.0,0.0,0.0,1.0,8329.03,8329.03,1170.63,0.999947
"y_rep[47,1]",0.512125,,0.499884,0.0,0.0,1.0,1.0,,,,
"y_rep[47,2]",0.499125,0.00558519,0.50003,0.0,0.0,0.0,1.0,8034.11,8034.11,1129.18,0.999633
